"","score","text"
"1245",0,"‘Pokemon Go’ Apple Watch: Can You Catch Pokemon Without Using the iPhone? https://t.co/dIBxY4TAB5 #election2016 https://t.co/u6OgiBwIHw"
"1246",2,"RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"1247",1,"RT @SputnikInt: New #ArmsRace? #Trump tweets US must 'greatly' expand #nuclear arsenal https://t.co/4BiLhPUjBx https://t.co/srm0lYr2xa"
"1248",3,"TRUMP DAILY: Europe, Turkey attacks prove me right: Donald Trump - Times of India #Trump https://t.co/ARUDALB7v6"
"1249",3,"RT @TrumpSuperPAC: U.S. Constitution doesn't guarantee accepting everyone into the U.S. It's a privilege that is offered. #MAGA #TRUMP http…"
"1250",2,"RT @steve_hanke: #US Economic Confidence Surges To Highest Level Gallup Has Ever Recorded: press would have us believe #Trump will be a dis…"
"1251",1,"RT @funder: NEW #Trumpleaks-Donald &amp; Ivanka #Trump started selling her jewelry in Kuwait in 2012 #GrabYourWallet #theresistance #wintersols…"
"1252",5,"TRUMP DAILY: Trump on Free Speech and Freedom of the Press #Trump https://t.co/TMM6SIQTha"
"1253",4,"Donald Trump and Vladimir Putin agree: Let's revive the nuclear arms race https://t.co/UVHCWiOqhl How is this a good idea? #Trump"
"1254",3,"TRUMP DAILY: Obama helped bring back economy, restless voters chose Trump #Trump https://t.co/B0yjmANzNv"
"1255",1,"Not saying #Trump is turning America into another shady business, but apparently he's offering free Ginsu steak knives with any bribe."
"1256",3,"TRUMP DAILY: Trump denounces attack, vows tough immigration plan #Trump https://t.co/r2qM6cjME7"
"1257",3,"TRUMP DAILY: Eric Trump stops fundraising for his charity after scrutiny #Trump https://t.co/wCQAagAlFK"
"1258",1,"Bring ‘Do-Nothing Republican Congress’ - #Trump"
"1259",0,"RT @BeSafe2017: Dear 2017, 

Thank God your here!

Nothing can be worse than the last 8 years!

#MAGA
#AmericaFirst
#Trump
#HesMyPresident…"
"1260",-1,"RT @lissie_nielson: #Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news https://t.co/i6rO0aq…"
"1261",0,"Send your news out to over 4 million followers. https://t.co/jPENNJ94Hk #social #business #news #networks… https://t.co/nUD4gnHJnf"
"1262",2,"RT @johnnywehrung: Hats off to ""White Supremacy"" for becoming so diverse<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #HateHoax @AnnabelleBakerF #MAGA #Trump #FakeNews <ed><U+00A0><U+00BD><ed><U+00BA><U+0082><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2603><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+0081> https:…"
"1263",1,"#Trump? Housing? The TSX? ... What one story shaped this year? BNN personalities weigh in: https://t.co/SWQRAitNgY https://t.co/Ybq6nnEDgN"
"1264",-1,".@WashTimes :#Iran brutalizing #Aleppo,executing 'most atrocious war crimes' of 21st century:https://t.co/6sTIiZdnjd … #Europe #UNSC #Trump"
"1265",-1,"Time to bring back the duck and cover drill we used to do back in the 60's! Way to scare little kids before Xmas,… https://t.co/gPdFJQcsRX"
"1266",3,"RT @Sputnik_Not: #Putin and #Trump agree the best way to support nuclear non-proliferation efforts is to get more #nuclear weapons https://…"
"1267",2,"Putting America back to work LOLZ #trump #republicanlogic https://t.co/ugjZVdS15G"
"1268",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1269",1,"RT @tisiphone09: Is 'Threads' trending yet? #Trump"
"1270",2,"RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"1271",-3,"""The nation is soon to be under the aegis of an unstable, unqualified, undignified demagogue"" #TheResistance #trump
https://t.co/dje8l2khNY"
"1272",0,"RT @IMPL0RABLE: #TheResistance #Resist #Trump

LOTS of people want to #BoycottTrump

#DumpTrump!

With the #GrabYourWallet movement: https:…"
"1273",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1274",1,"RT @TheOralBuffet: #Realtalk So #Trump are these new nukes going to be made where your clothes are in China? @Hibbletsnbits @mmpadellan @an…"
"1275",2,"RT @BiancaJagger: Donald Trump the #unpresidented will be protected by #PrivateMilitaryContractors RT #Trump Private Security Force #…https…"
"1276",-1,"RT @TrumpGo_2016: Michelle Obama Gets WORST News of Her Life, Dr. ‘Diagnoses’ Her with… https://t.co/aB8XcDf9B7 ... #Trump #Deplorable http…"
"1277",1,"RT @TheRickyDavila: Remember this ladies and gentlemen, whatever #Trump and his family do, where the travel, how they travel, it is all car…"
"1278",2,"RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"1279",2,"RT @rafshmatko: Nikolai #Shmatko about #DonaldTrump and his victory #Trump #MakeAmericaGreatAgain #AlwaysTrump #USA #Ukraine https://t.co/J…"
"1280",1,"#AntichristTrump Called Messiah, Televangelists Say 2017 The Year https://t.co/vszLIJA9Wi
 #Antichrist #Trump #NeverTrump"
"1281",3,"RT @rightlyaligned: EU Banned By Court From Striking Trade Deals Without Approval Of Individual Countries https://t.co/kQBhdi0K00 #Trump #M…"
"1282",-1,"RT @Hotpage_News: #TRUMP 'S MUSLIM BAN IS GOING AHEAD: President-elect doubles down after Berlin terror attack  https://t.co/nCYcqmzNP7"
"1283",3,"On the rise of the American populist #right #Trump an insightful read https://t.co/yDfgcX9pMU"
"1284",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1285",-2,"@seanspicer @realDonaldTrump @DanScavino @JasonMillerinDC So #Trump hires a mindless idiot to speak for a mindless idiot. Sounds about right"
"1286",2,"RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"1287",1,"RT @KidReno2111: @PrisonPlanet If true, Obama you're an ass! Way to leave us more vulnerable. Have fun playing golf as we watch #TRUMP dism…"
"1288",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1289",1,"RT @JacloPac: #Trump: It's official, let's get started we've got a lot to divvy up.. https://t.co/e4JKBC7Fy2"
"1290",1,"#Trump - Fox News' Guilfoyle Considered For WH Press Secretary Job https://t.co/DtWe4q8pyJ #tcot"
"1291",0,"Donald #Trump starting to destroy knowledge. https://t.co/8Dpn6yp1h1"
"1292",1,"RT @JohnRMoffitt: #Trump &amp; #Putin are now in a pissing match over escalating the number &amp; size of nuclear weapons! How can this go more wro…"
"1293",-2,"We must rape all the women until they all understand just how bad rape is. Trump would never be the voice of reason… https://t.co/kcVSdkrgey"
"1294",3,"RT @CulpableCrimes: Congress: #Trump must divest his hotels.

Trump: I build the best nuclear weapons ever...they have a nice afterglow. ht…"
"1295",0,"RT @StopTrump2020: I don't believe for a minute #Trump cares about anyone who is not a millionaire. He doesn't understand the struggles of…"
"1296",0,"Michael Savage streaming Live https://t.co/ROkLmRzv98 @ASavageNation #tcot #1TSLtalkshow #Trump #border #immigration #talkradio"
"1297",1,"RT @SputnikInt: New #ArmsRace? #Trump tweets US must 'greatly' expand #nuclear arsenal https://t.co/4BiLhPUjBx https://t.co/srm0lYr2xa"
"1298",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1299",-3,"#CantFixStupid  I live (reluctantly &amp; temporarily) in a red state and the poorest of the poor always vote… https://t.co/4bKXKFY2j3"
"1300",1,"@Bourdain Doesn't Hold Back On #Trump Hotel Chefs | TravelPulse https://t.co/pA0ZaZLj0c"
"1301",0,"A Tour Of Trump’s Expanding Latin America Empire Shows A Pattern Of Conflicts #trump #expanding #latin #america…… https://t.co/hp9mMvIygt"
"1302",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1303",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1304",-1,"RT @echotoall: The anti-NATO #Trump wants to increase the nuclear arms race. Fucking moron. $spy #politicalrisk https://t.co/CIsqhPkyVO"
"1305",-1,"RT @Annimallover: #trump has EVERY SINGLE SYMPTOM of mental illness! https://t.co/XEB551iwbD"
"1306",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1307",1,"RT @jalloyd4: The #Earth is flat, #Trump a #Democrat.. &amp; other great 2016 #conspiracy theories @mlle_elle @guardian https://t.co/KlClhLVB8E…"
"1308",1,"Natural disasters for $800.
- In 2016, this...
Who is Donald #Trump!"
"1309",1,"RT @SputnikInt: New #ArmsRace? #Trump tweets US must 'greatly' expand #nuclear arsenal https://t.co/4BiLhPUjBx https://t.co/srm0lYr2xa"
"1310",0,"Send your news out to over 4 million followers. https://t.co/Rc5Ax1w6pQ #social #business #news #networks… https://t.co/f7iaDFanKn"
"1311",2,"TRUMP DAILY: Everything You Need to Know About Donald Trump’s $1 Trillion Infrastructure Plan #Trump https://t.co/uf7TuN7DUA"
"1312",2,"So #trump has already said he wants stronger nuclear weapons &amp; calls for Muslim ban. Way to create a war before even taking office. <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>"
"1313",1,"RT @RSTopnews: @rinosiconolfi1:""Congrats @JasonMillerinDC @DanScavino @seanspicer,Hope Hicks named by President #Trump in #WhiteHouse Commu…"
"1314",0,"Letters reveal #Trump rants against Scottish offshore windfarm: Climate Home https://t.co/qbh2cYygab #renewable #sustainag #environment"
"1315",1,"Jay Weidner &amp; Jeff Rense - The Final Crossroads https://t.co/g0tTBmQ1fJ #hillary #clinton #obama #rigging #trump"
"1316",1,"RT @funder: #Trump must divest all his businesses-Congressman Adam Schiff explains why &amp; the Constitutions Emoluments Clause #TrumpLeaks #a…"
"1317",0,"#Tumblr is the one social platform taking action ahead of #Trump's America https://t.co/0S6EQWD15u via @mashable #SocialMedia"
"1318",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1319",1,"I don't wanna see any of those soulless fucks on stage anyway. All we need is ted nugent. #trump https://t.co/nsSH878ch7"
"1320",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1321",2,"RT @drudgeheadlines: #Trump calls for expanded #US #nuke capability until 'world comes to its senses'... https://t.co/hVmfNVw1Y7"
"1322",1,"RT @tktok64: #trump admin has NO mandate. We can stop repeal of ACA, oil agenda. Be heard!  #catdjt #theresistance https://t.co/KIiClYcrRm"
"1323",2,"Hats off to ""White Supremacy"" for becoming so diverse<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #HateHoax @AnnabelleBakerF #MAGA #Trump #FakeNews <ed><U+00A0><U+00BD><ed><U+00BA><U+0082><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><U+2603><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BF><U+0081> https://t.co/tbpvUfy2Yz"
"1324",1,"RT @ggrushko: People were &amp; still are desperate for a miracle. #Trump ain't it. https://t.co/QBiMT5gRTO"
"1325",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1326",1,"TRUMP DAILY: Donald Trump's irate letters to Alex Salmond revealed #Trump https://t.co/pWZEOXx3kT"
"1327",3,"TRUMP DAILY: Trump picks China hawk for trade advisory role #Trump https://t.co/bGQ9Je1MVP"
"1328",2,"TRUMP DAILY: Everything You Need to Know About Donald Trump’s $1 Trillion Infrastructure Plan #Trump https://t.co/uf7TuMQ332"
"1329",4,"TRUMP DAILY: ‘Death by China’ author to lead Trump trade office #Trump https://t.co/0gA5MHdebS"
"1330",1,"RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1331",0,"It's December 22, 2016 at 02:00PM! Somewhere in the world a #Trump is telling another lie. #TrumpLies #TrumpFamilyo… https://t.co/76ITL9oXLO"
"1332",-1,"RT @Greg_Palast: How did #Trump steal the election? I break it down for @PaulJay_TRNN of @TheRealNews https://t.co/WUrL1h07vB https://t.co/…"
"1333",2,"RT @funder: #TrumpLeaks on Trump &amp; his MULTIPLE nonprofit foundations NOW on this string
#msnbc #amjoy #cnn #trump #thursdaythought #hb2 #t…"
"1334",1,"RT @JohnRMoffitt: #Trump &amp; #Putin are now in a pissing match over escalating the number &amp; size of nuclear weapons! How can this go more wro…"
"1335",1,"RT @funder: @RepAdamSchiff this is the file of ACTIVE #Trump companies in 30+ countries!

RT to show the congressman WE HAVE THE PROOF HERE…"
"1336",4,"#Trump is right on #nuclear weapons. US is well below New START numbers. Russia well above. Also we need more flexi… https://t.co/5NsyZNUOtq"
"1337",1,"Election facts. #shewon #resist #trump #maga https://t.co/c0Hro7DPYJ"
"1338",1,"Face full of black soot #politics #election #president #trump #hillary"
"1339",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1340",0,"Terrible, really is. China building 2 coal plants a week...that's every WEEK!!!
And #Trump wants to bring back coal… https://t.co/TPmKntxVED"
"1341",1,"RT @dagraffman: Yeah. #Trump has a fucking obsession with nukes. LOTS OF PEOPLE TRIED TO WARN US. https://t.co/MiskX7imfz"
"1342",2,"RT @robinsnewswire: ""President #Trump News: #Trump names Sean Spicer as #WhiteHouse press secretary #News"" : https://t.co/EzkpcEtsoe"
"1343",-1,"RT @Annimallover: #trump has EVERY SINGLE SYMPTOM of mental illness! https://t.co/XEB551iwbD"
"1344",0,"What does the future hold for #emergingmarkets debt with #Trump in charge? #thinkingaloud https://t.co/y985KyRSPB https://t.co/kEsVbXfXB8"
"1345",0,"Words that tangerine hate muppet #POTUS #Trump won't understand #Bluehand #NewBluehand https://t.co/4q0Rs9PQRP"
"1346",2,"TRUMP DAILY: Explosive letters reveal Donald Trump portrayed himself as 'saviour of Scotland' #Trump https://t.co/rGEabkJpD5"
"1347",1,"RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1348",0,"RT @2ALAW: I Am The President Of The United States-  Hillary <ed><U+00A0><U+00BE><ed><U+00B4><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

#Trump https://t.co/Dh2jQVQDtf"
"1349",2,"TRUMP DAILY: Dr Strangelove meets Trump’s stock market #Trump https://t.co/EDbkDWHe7c"
"1350",1,"RT @DissidentReport: Money Lenders are Parasites on Soceity #wallStreet #maga #trump #wikileaks #occupy #merkel #eu #greece #Anonymous #alt…"
"1351",0,"#POTUS #Trump won't understand the wording on this, he is clueless #Bluehand #NewBluehand https://t.co/UvC6qKqJqI"
"1352",1,"RT @TheOralBuffet: #Realtalk So #Trump are these new nukes going to be made where your clothes are in China? @Hibbletsnbits @mmpadellan @an…"
"1353",2,"De Niro covers the worlds opinion of #POTUS #Trump so well #NewBluehand #Bluehand #DonaldTrump https://t.co/HAJsaB9mH9"
"1354",2,"VOTE Ken Buck and #TRUMP to MAKE CO-04 GREAT AGAIN! https://t.co/jNhLg3HPat"
"1355",2,"RT @PRevere1776: #Trump being elected #POTUS makes this the most enjoyable Christmas season in yrs, gifts from nutty liberals every day. Th…"
